post_id,author,body,score,created_utc,date
1jr7beo,emerl_j,It's time to sh-sh-sh-sh-shshshshsh-SHIB!!!!,4,1743767600.0,2025-04-04 11:53:20
1jr7beo,buildinghardship,Not now Abdul. I'm on a call with an Nairobi prince...,1,1743765195.0,2025-04-04 11:13:15
1jr7beo,N/A,[deleted],-2,1743759568.0,2025-04-04 09:39:28
1jr7beo,N/A,M not muslim bro 🤡😂,1,1743829885.0,2025-04-05 05:11:25
1jr7beo,N/A,M not ahmed 😅 ahmedabad is city name. ,2,1743765025.0,2025-04-04 11:10:25
1jr00qd,Significant_Gear4470,Yep,71,1743730519.0,2025-04-04 01:35:19
1jr00qd,TheIrrepressible1,dude why would COINBASE text you from a 567 number? 😂😂😂,19,1743731889.0,2025-04-04 01:58:09
1jr00qd,DogeDayAftern00n,![gif](giphy|Tf4NpRCU3gxdDeE9Dh),16,1743730438.0,2025-04-04 01:33:58
1jr00qd,FinishZealousideal63,Yes. I call them every time and waste as much of their time as I possibly can. It ends with them trying to get you to transfer your funds to a wallet address that they provide 10 of the 12 words of the seed phrase in a text message and then they tell you the last 2 over the phone. If you do what they ask your coin is gone.,9,1743732949.0,2025-04-04 02:15:49
1jr00qd,ngronnie,![gif](giphy|HFHovXXltzS7u),3,1743732332.0,2025-04-04 02:05:32
1jr00qd,S2piddd,Coinbase with o as 0,5,1743736265.0,2025-04-04 03:11:05
1jr00qd,Toast_Meat,![gif](giphy|fuDqG8kbUeBcl4UEKI),3,1743731082.0,2025-04-04 01:44:42
1jr00qd,thecatsofwar,"Moscow, Idaho?",3,1743735150.0,2025-04-04 02:52:30
1jr00qd,DD4LIFE8,"Yes, yes it is. If you want to be sure log into your CB account to verify if they sent a message. 99.9% likely this is a scam.",2,1743730544.0,2025-04-04 01:35:44
1jr00qd,DarkWriterX,I got something similar. Totally a scam.,2,1743731444.0,2025-04-04 01:50:44
1jr00qd,kurtsdead6794,Check your spam email-there will be a dozen of those just from yesterday.,2,1743759230.0,2025-04-04 09:33:50
1jr00qd,Spudzruz,I bet it also came from a phone number close to your state too,1,1743730922.0,2025-04-04 01:42:02
